131, 0.000131
276, 0.000276
439, 0.000439
599, 0.000599
767, 0.000767
930, 0.000930
1107, 0.001107
1289, 0.001289
1469, 0.001469
1623, 0.001623
1818, 0.001818
1998, 0.001998
2182, 0.002182
2349, 0.002349
2540, 0.002540
2717, 0.002717
2906, 0.002906
3097, 0.003097
3272, 0.003272
3481, 0.003481
3646, 0.003646
3847, 0.003847
4029, 0.004029
4212, 0.004212
4792, 0.004792
4629, 0.004629
5233, 0.005233
5138, 0.005138
5181, 0.005181
5394, 0.005394
5630, 0.005630
5823, 0.005823
5945, 0.005945
8399, 0.008399
6930, 0.006930
6617, 0.006617
6746, 0.006746
9734, 0.009734
7622, 0.007622
7356, 0.007356
7504, 0.007504
7761, 0.007761
7981, 0.007981
8199, 0.008199
8361, 0.008361
8956, 0.008956
9333, 0.009333
9590, 0.009590
9324, 0.009324
9625, 0.009625
10213, 0.010213
10172, 0.010172
10296, 0.010296
10997, 0.010997
11076, 0.011076
11052, 0.011052
11067, 0.011067
11161, 0.011161
11292, 0.011292
11511, 0.011511
11955, 0.011955
12140, 0.012140
12559, 0.012559
12695, 0.012695
12809, 0.012809
13283, 0.013283
13994, 0.013994
13775, 0.013775
14381, 0.014381
14272, 0.014272
14449, 0.014449
14358, 0.014358
14562, 0.014562
15026, 0.015026
15950, 0.015950
15278, 0.015278
16139, 0.016139
16014, 0.016014
16190, 0.016190
16548, 0.016548
16659, 0.016659
16638, 0.016638
17018, 0.017018
17339, 0.017339
17691, 0.017691
18873, 0.018873
18193, 0.018193
17983, 0.017983
18301, 0.018301
18767, 0.018767
18859, 0.018859
19316, 0.019316
19288, 0.019288
19651, 0.019651
20181, 0.020181
19747, 0.019747
19697, 0.019697
19985, 0.019985
21294, 0.021294
20641, 0.020641
